,STORE_NUM,UPC,current_est_revenue,current_price,estimated_revenue,mean_revenue_increase,recommended_price,week_1_price,week_2_price
0,12011,3700019521,9.32524187283902,3.46,13.119634034427461,2.79180174405418,2.5,3.46,3.46
0,12011,4116709565,6.815076254668853,4.99,8.268303450096623,0.24273097947344024,5.979999999999963,4.99,4.99
0,12011,7218063983,23.355489659833836,7.49,33.551337063059975,1.6130324815467267,8.889999999999949,7.49,7.49
0,12011,7192100336,55.448541474532924,5.8,73.18062008585092,0.6022029575446287,7.779999999999953,5.8,5.8
0,12011,7218063979,26.960214070416846,7.49,32.50542632707219,3.339843301344752,6.49,7.49,7.49
0,12011,1111087395,59.12070868121813,3.39,71.04542982955289,-0.03248419465306146,2.79,3.44,3.44
0,12011,1111085350,55.486571704580854,2.16,56.13394557494545,1.3252977902742744,2.420000000000001,2.31,2.32
0,12011,1600027527,145.2572525375325,3.05,349.54656586392326,0.7855194027261464,4.179999999999962,3.05,3.05
0,12011,1111038078,6.315413841708271,1.42,19.35232159718169,3.7961922573101803,3.6800000000000024,1.54,1.5
0,19533,31254742735,23.444706732571692,4.97,29.76102878258084,2.992089709266377,3.99,4.97,4.97
0,19533,1111038080,9.505804059847343,1.58,19.624738454592965,6.890560480594319,3.6800000000000024,1.58,1.46
0,19533,1111087396,76.02955235251243,3.45,98.61350459926983,0.9099681627538891,2.92,3.51,3.51
0,19533,1600027564,125.18532261123077,3.19,322.97311347371544,2.6298292459600896,4.389999999999958,2.91,3.07
0,19533,31254742835,17.237081923621364,4.97,21.232869366360163,3.27220711596784,4.39,4.97,4.97
0,19533,3700031613,14.867551353907015,4.25,16.440351261058744,1.3209907662671168,3.99,4.25,4.25
0,19533,3800031838,96.08159559262346,3.39,144.9369717215001,0.3412294794332505,2.59,3.39,3.39
0,19533,7797502248,19.295712194087216,2.5,28.796455108145228,0.8512006855236217,1.79,2.5,2.5
0,19533,4116709428,9.16897588625228,4.59,12.75514938995091,0.38944982461338895,5.989999999999964,4.59,4.59
0,19533,1111087398,70.81952313482893,3.42,84.81124988488918,0.6302214084242084,2.89,3.37,3.37
0,19533,3000006610,46.37356639374985,2.98,55.27827675376549,17.549757299921307,2.34,2.98,2.98
0,19533,88491212971,47.85983909866965,2.85,74.2329376763726,0.9500161881400062,2.22,2.85,2.85
0,19533,3800031829,95.35988012811809,3.36,173.86725036328286,5.20954465583153,4.369999999999962,3.36,3.36
0,19533,3800039118,82.38771234271239,3.38,135.74889055908133,2.5142094449466326,2.82,3.38,3.38
0,19533,7192100337,111.79564937275069,5.8,193.72319598513874,1.5646851685224648,7.779999999999954,5.8,5.8
0,19533,1111035398,11.13327301900487,2.99,11.536344672407033,-0.05055111857423611,3.6799999999999806,2.89,2.9
0,19533,1111009507,29.40387117565789,1.44,34.10080961318679,-0.09177531214878931,2.290000000000001,1.44,1.44
0,19533,3700044982,23.584998322087117,5.23,24.649634445705672,1.9457020131101421,4.35,5.23,5.23
0,19533,88491201427,112.78011751956731,3.31,131.21919164717542,1.1098653949887303,3.02,3.31,3.31
0,19533,31254742725,13.268141991549044,4.69,25.895406999920247,2.6809391613248397,4.27,4.69,4.69
0,19533,1111009477,56.267237624479776,1.43,107.827610501837,-0.047930259749267096,2.8200000000000016,1.43,1.43
0,19533,88491201426,98.96104525067975,3.31,104.43476386806597,0.8780528677180617,2.95,3.31,3.31
0,19533,2840004768,40.69731638931623,3.29,43.26714932109975,-0.08910066035395725,2.649999999999997,3.29,3.29
0,19533,1111009497,68.97781343520737,1.44,184.8610047081706,1.0573028479808873,2.4600000000000013,1.44,1.44
0,19533,3000006340,43.53240914269176,3.16,53.73042314413599,11.75247384750063,2.71,3.16,3.16
0,19533,7192100339,112.0892269005459,5.8,122.63492657953188,0.6072261463417215,7.779999999999954,5.8,5.8
0,19533,7797508006,41.56808413100107,3.29,51.51912961420845,7.482126202947187,2.49,3.29,3.29
0,19533,1111085319,33.38034414014741,1.59,33.40365147942333,0.9465707768467393,1.6300000000000001,1.61,1.67
0,19533,1600027528,109.45459872794022,4.59,165.84274946428806,1.290935015964953,4.13,4.59,4.59
0,19533,3000006560,74.22613910287674,2.98,87.95596373604792,3.743550297365959,2.42,2.98,2.98
0,19533,2840002333,12.697524177541075,3.29,14.255421502094856,1.7080967899116368,2.49,3.29,3.29
0,19533,7797508004,28.380335447424297,3.29,35.238580869693514,1.1421629708020375,2.49,3.29,3.29
0,19533,4116709448,7.745605454100637,4.59,7.812597173393757,0.13472725829974697,4.199999999999996,4.59,4.59
0,19533,1111085345,66.2663808986326,1.61,67.4440354496901,2.3785823193490394,1.55,1.61,1.59
0,19533,7218063052,58.64256318983546,6.99,65.79676491778427,0.9308687111341264,5.2599999999999945,6.99,6.99
0,19533,2840004770,35.75314565815837,3.29,38.550387753553444,0.4646803857733073,2.589999999999998,3.29,3.29
0,19533,3700019521,14.894090887819672,3.46,14.8941393141984,1.1523322708379191,3.4699999999999793,3.46,3.46
0,19533,4116709565,9.565268196367782,4.99,11.059315225334617,0.6622217272547019,4.24,4.99,4.99
0,19533,7218063983,43.99536907212748,7.49,54.371809059941725,1.0742702550287735,6.04,6.99,6.99
0,19533,7192100336,80.1219717476253,5.8,123.10728630559838,0.029248640708963908,7.779999999999954,5.8,5.8
0,19533,7218063979,56.27813610903536,6.99,63.642862064255404,3.8775951919263796,5.99,6.99,6.99
0,19533,1111087395,74.56815218956285,3.31,74.87850881803035,-0.0015872811946274767,3.5399999999999863,3.48,3.48
0,19533,1111085350,81.2884120030601,2.41,102.76685530529791,2.0585373602767234,3.450000000000001,2.38,2.38
0,19533,1600027527,198.61855050812332,3.07,317.66685709673374,0.07230387849640976,4.179999999999962,3.07,3.07
0,19533,1111038078,11.16352885071244,1.48,27.16181807197827,2.3658313519929783,3.6800000000000024,1.54,1.5
0,6379,31254742735,40.2845249620834,4.97,42.277852450871904,0.03606149275984907,4.79,4.97,4.97
0,6379,1111038080,8.507006293415918,1.54,33.23809162868044,6.888787570098207,3.6800000000000024,1.58,1.58
0,6379,1111087396,43.42095037426761,3.37,46.194020929443425,0.06829151817379842,4.459999999999967,3.4,3.4
0,6379,1600027564,143.1814383537701,3.05,313.55761086459916,0.9662900485368966,4.399999999999963,3.07,2.95
0,6379,31254742835,30.7402883951244,4.97,30.78681741199003,1.5810544443318268,5.169999999999984,4.97,4.97
0,6379,3700031613,19.327780932769045,4.29,21.167266604170695,1.8194827311582678,3.99,4.29,4.29
0,6379,3800031838,148.0050048157343,2.99,176.07791038546523,0.1197784790517373,3.989999999999971,2.85,2.9
0,6379,7797502248,29.459726912164168,2.5,36.25854871761475,0.08058538789190554,1.79,2.5,2.52
0,6379,4116709428,9.794480015283193,4.59,10.554104780530764,-0.13773653753833626,5.979999999999958,4.59,4.59
0,6379,1111087398,57.789408313843374,3.38,86.418772537893,0.02680617941679718,4.77999999999996,3.49,3.49
0,6379,3000006610,50.77179301568875,2.95,71.12408716715062,17.082395042495918,3.949999999999969,2.95,2.95
0,6379,88491212971,48.34909384492021,2.62,63.89216455098461,0.6578420894272489,3.869999999999968,2.62,2.62
0,6379,3800031829,90.16222457735017,3.36,137.3641792635024,0.5898631859201666,2.84,3.36,3.36
0,6379,3800039118,155.67009792559966,3.1,550.0646625477918,8.273788126987737,4.169999999999973,3.18,3.18
0,6379,7192100337,99.82050546794505,5.27,155.44894444837723,0.5682769344693624,7.789999999999946,5.27,5.27
0,6379,2066200531,47.60083447314181,6.99,47.88214345584847,4.137569040327089,6.4899999999999896,6.99,6.99
0,6379,2066200530,64.98648792046798,6.99,76.06838153830189,0.8549644347030309,7.979999999999955,6.99,6.99
0,6379,1111035398,11.333324759703416,2.92,11.35392517646071,-0.47954319292784964,3.0499999999999923,2.89,2.95
0,6379,1111009507,36.80216846270931,1.23,41.44915160128623,0.8157202930138017,1.8500000000000008,1.23,1.24
0,6379,3700044982,23.243876885478812,5.23,24.270250914864835,-0.16211689533343202,6.579999999999953,5.23,5.23
0,6379,88491201427,77.49221154204069,2.92,117.0484911543872,1.0503887319901062,4.489999999999963,2.92,2.92
0,6379,31254742725,20.17618705035968,4.59,37.43999999999997,3.6648975379625495,4.16,4.59,4.56
0,6379,1111009477,69.43949997034487,1.22,95.0842259711849,0.4476026029378667,2.240000000000001,1.22,1.22
0,6379,88491201426,74.63082889342027,2.71,104.09590462111154,1.893610584780053,4.489999999999961,2.92,2.92
0,6379,2066200532,44.301704997631454,6.99,52.91495148428825,0.6822429338511605,7.989999999999955,6.99,6.99
0,6379,2840004768,76.28279185563346,3.29,80.33918181852727,-0.1093791571559586,2.689999999999996,3.29,3.29
0,6379,1111009497,66.95549606682236,1.21,67.11045508566922,-0.16508361810170374,1.2700000000000002,1.21,1.21
0,6379,3000006340,51.464498463441096,2.95,55.05139039838096,9.88586815787194,2.5,2.95,2.95
0,6379,7192100339,140.40923020716446,5.27,168.0345128095496,0.2110556435735394,7.789999999999946,5.27,5.27
0,6379,7797508006,40.81119910477282,3.29,46.12850028626438,0.07546068296589026,4.279999999999962,3.29,3.29
0,6379,1111085319,30.899128136219062,1.84,64.9721350785522,17.758938456783074,2.8800000000000012,1.84,1.84
0,6379,1600027528,102.8892889886285,4.35,129.18503308990392,0.6064550058232323,3.92,4.35,4.35
0,6379,3000006560,86.06501756176023,2.95,119.1170217087418,39.37865142669213,3.949999999999969,2.95,2.95
0,6379,2840002333,29.720247028587647,3.29,33.953503062255955,0.32911843064002777,2.49,3.29,3.29
0,6379,7797508004,20.19590048172555,3.29,21.543563106417892,1.7284147804480612,2.6299999999999972,3.29,3.29
0,6379,4116709448,12.703611399718643,4.59,15.092520068961827,-0.12316513760570355,5.979999999999958,4.59,4.59
0,6379,1111085345,51.76269149900381,1.61,52.56890465294703,2.890157791795949,1.53,1.58,1.68
0,6379,7218063052,79.47699228622272,6.99,93.05013066741174,1.614836085585349,6.15,6.99,6.99
0,6379,2840004770,68.1392673195283,3.29,75.43404693741059,0.36477867523177343,2.51,3.29,3.29
0,6379,3700019521,13.516995942927686,3.46,17.601944133436692,1.8262594947714663,2.5,3.46,3.46
0,6379,4116709565,11.45929071010619,4.99,16.377749901866057,0.23079282829654732,4.24,4.99,4.99
0,6379,7218063983,52.920783453732376,7.24,52.971924261926354,4.052162542863744,7.4699999999999696,6.99,6.99
0,6379,7192100336,72.00666177442241,5.27,79.15054334782491,-0.25630167174031726,7.529999999999951,5.27,5.27
0,6379,7218063979,61.370831714491445,7.07,84.0077549624842,1.5493314463839658,4.99,6.99,6.99
0,6379,1111087395,48.85978563919741,3.43,73.35287499615157,0.17430360996000277,4.7299999999999605,3.41,3.41
0,6379,1111085350,68.53146577781634,2.19,72.22920832188763,1.4899412917894608,1.79,2.21,2.11
0,6379,1600027527,175.4314297704772,2.54,517.2589371914951,0.6320229235811344,4.179999999999961,2.54,2.54
0,6379,1111038078,12.453643872298885,1.52,27.324032789015686,2.068086484271352,3.6800000000000024,1.5,1.57
0,367,31254742735,11.840016653096441,4.99,12.167656132558664,0.6321470332070642,5.969999999999969,4.97,4.97
0,367,1111038080,4.801640736936413,1.52,16.59914526911801,4.033001891661715,3.580000000000002,1.69,1.61
0,367,1111087396,51.43501866261725,3.96,52.293781185791715,0.22912733556348053,4.539999999999972,3.9,3.9
0,367,1600027564,82.43307167219788,3.19,173.53763076881694,1.0724004271541059,4.279999999999967,3.19,3.19
0,367,31254742835,8.656286692724121,4.99,8.667189732947023,-0.12804932264114455,4.8199999999999825,4.97,4.97
0,367,3700031613,7.278436589972693,4.48,9.19285598111016,1.0519767814978034,5.909999999999955,4.48,4.48
0,367,3800031838,63.195999118609315,3.38,100.13291389534403,2.785432313597819,2.66,3.38,3.38
0,367,7797502248,4.977745237776285,2.29,23.372097548559385,4.953591078599552,3.4899999999999736,2.29,2.29
0,367,1111087398,60.08447341534534,4.0,60.08541356983695,-0.010072374221436243,4.019999999999984,3.92,3.92
0,367,3000006610,33.814789049420355,3.09,65.3584779320056,6.931854117961844,2.39,3.09,3.09
0,367,88491212971,79.81944908378945,2.87,91.00092820541643,0.23642565496489712,2.53,2.99,2.99
0,367,3800031829,80.84496320016613,3.89,81.28469368771992,-0.2527680356495327,3.619999999999979,3.89,3.89
0,367,3800039118,89.9148926074616,3.49,92.06641359978435,5.595015300844151,4.119999999999974,3.49,3.49
0,367,7192100337,45.558117016968744,5.8,110.1893904791344,4.428048792075587,8.489999999999938,5.8,5.8
0,367,2066200530,8.306826580936372,5.99,18.748393317020557,1.906061189905527,7.579999999999966,5.99,6.99
0,367,1111035398,4.9379690167946215,2.99,5.648971506660426,0.4600611729308707,4.629999999999961,2.99,2.74
0,367,7027316404,22.484591628545214,1.96,24.130632745826265,0.5877833733518761,2.6500000000000012,2.09,1.99
0,367,1111009507,21.526175702086828,1.62,21.80343092614516,0.34176229853010254,1.8300000000000005,1.62,1.63
0,367,3700044982,7.717974832874561,5.25,7.7275333071175805,-0.01872592925491043,5.069999999999986,5.25,5.25
0,367,88491201427,18.933406418530637,3.22,34.95437715498131,6.236931087987848,4.479999999999961,3.22,3.22
0,367,31254742725,8.430483870967741,3.99,10.374676387840688,0.08340396698419883,4.979999999999979,3.99,3.99
0,367,1111009477,25.019610875066522,1.63,25.568684525193635,0.32970268020434845,1.4200000000000002,1.63,1.6
0,367,7027316204,21.367827843067467,2.09,33.444171439244315,0.7144995611369265,4.280000000000003,2.09,2.09
0,367,88491201426,64.23036953515333,3.22,64.9530826766788,0.20070028609654694,3.5999999999999877,3.22,3.22
0,367,2840004768,7.120007991949869,3.29,8.696892603253604,0.982574301653557,2.49,3.29,3.29
0,367,1111009497,25.921716584791437,1.62,28.447244987371796,-0.08512676155822278,1.25,1.61,1.63
0,367,3000006340,22.897229385167265,3.19,39.62477547255128,4.175649878859884,5.40999999999994,3.19,3.19
0,367,7192100339,65.33125230345766,5.8,108.9435581901539,0.4978119994930493,8.489999999999938,5.8,5.8
0,367,7797508006,8.838768338077509,3.29,15.041276736838537,2.428862478002706,4.279999999999962,3.29,3.29
0,367,1111085319,30.28300847381922,1.67,32.88975044219123,4.798834848865102,2.3200000000000007,1.65,1.66
0,367,1600027528,145.901437997646,4.79,187.19472939527293,0.9449695942542178,5.779999999999973,4.79,4.79
0,367,3000006560,97.86695836734692,2.92,168.63175673469124,3.8606088882055207,3.9099999999999677,2.92,3.09
0,367,7797508004,6.791872945722193,3.29,7.8291482200177,0.18984015501788754,2.71,3.29,3.29
0,367,7027312504,13.60918655425812,1.75,25.87040527189761,2.3891129734899588,4.280000000000003,1.75,2.33
0,367,1111085345,38.25444869191026,1.94,58.89903090143052,15.866847337179417,2.9800000000000013,1.94,1.94
0,367,7218063052,25.656388634178693,7.49,31.41482883610315,2.1456771197700086,8.479999999999944,7.49,7.49
0,367,3700019521,5.767345178059253,3.46,7.223004151215876,0.5363602386979277,2.5,3.46,3.56
0,367,7218063983,24.773856235257107,7.49,28.136435452183907,1.504355625472533,8.479999999999944,7.49,7.49
0,367,7192100336,44.716940990097086,5.8,67.73754660748506,0.6987472503444528,8.489999999999938,5.8,5.8
0,367,7218063979,30.47019341916041,7.49,34.59965146350337,3.949878607082027,8.479999999999944,6.99,6.99
0,367,1111087395,44.5441642062776,4.0,62.897793568543314,1.4460253054433512,6.279999999999935,4.0,4.0
0,367,1111085350,45.18394962498171,2.45,45.331033525566546,17.205234347617086,2.3200000000000003,2.49,2.49
0,367,1600027527,74.87545798372622,3.12,143.23817102309536,0.3290640669891247,4.389999999999963,3.12,3.12
0,367,1111038078,6.9103573109769165,1.67,9.172188597680416,0.02168684774679544,3.3200000000000016,1.69,1.67
0,11761,31254742735,25.901655048715373,4.97,34.53276059579766,0.013285228749931405,5.989999999999968,4.97,4.97
0,11761,1111038080,8.760318018154189,1.67,16.755392129809472,2.365635814605792,3.580000000000002,1.63,1.69
0,11761,1111087396,29.042086078799777,4.0,44.58219630441583,-0.20388935170686015,6.279999999999937,4.0,4.0
0,11761,1600027564,170.86876826519514,3.04,178.88574087252042,0.12896820424944605,3.8599999999999692,2.81,2.93
0,11761,31254742835,24.051295364321927,4.97,24.192185751375266,-0.431054713312662,5.379999999999981,4.97,4.97
0,11761,3700031613,16.146040102063328,4.29,16.63388621512357,0.9386813770540292,5.17999999999997,4.29,4.29
0,11761,3800031838,138.24471271066994,3.38,151.7100632747013,0.7089695456622731,2.63,3.38,3.38
0,11761,7797502248,44.80588730665334,2.29,45.859617330626,-0.031150118151451495,2.6999999999999904,2.29,2.3
0,11761,4116709428,9.293223938223953,4.59,11.59827541827543,0.6845715930683268,4.29,4.59,4.59
0,11761,1111087398,52.350129978594055,4.0,75.22357903491425,1.0001435083008383,6.279999999999935,3.94,3.94
0,11761,3000006610,22.748255198034563,3.09,86.68682294764444,15.36482633855208,2.39,3.09,3.09
0,11761,88491212971,69.49413938025471,2.99,73.76771826519477,0.13379952576595347,2.48,2.99,2.99
0,11761,3800031829,144.85553765413826,3.89,180.1531219577312,1.0289003819453142,3.07,3.89,3.89
0,11761,3800039118,151.58123588430334,3.49,286.3964714122683,7.792359949210037,4.539999999999965,3.49,3.49
0,11761,7192100337,87.99399216950451,5.8,111.13415250179786,0.6990103151285556,8.489999999999938,5.8,5.8
0,11761,2066200531,87.2273737836277,6.99,109.97422977384491,9.488720054730083,7.979999999999956,6.99,6.99
0,11761,2066200530,81.32696571677252,6.99,101.10348880067761,4.424006909907597,7.979999999999957,6.99,6.99
0,11761,1111035398,9.189493874772563,2.87,9.951103858147107,-0.38302785025356767,3.9699999999999727,2.93,2.99
0,11761,7027316404,41.72919651433495,1.95,65.38534663572156,0.39544981878313135,3.4300000000000015,2.06,1.94
0,11761,1111009507,37.87649230539858,1.62,75.92396674602769,2.7590522577413763,1.28,1.61,1.6
0,11761,3700044982,24.513731172867306,5.23,35.5440694962085,0.6990472990539435,6.979999999999945,5.23,5.23
0,11761,88491201427,78.06017413743677,3.13,79.22217443334182,1.37455188182543,3.0,3.37,3.37
0,11761,31254742725,13.495588235294118,3.99,16.57989192066201,0.1080963689665504,4.979999999999979,3.99,3.99
0,11761,1111009477,144.11573671325607,1.63,338.18206745885215,1.140871684711119,2.6200000000000014,1.61,1.62
0,11761,7027316204,40.007946117612526,1.99,56.87583252158368,0.25629830027853073,3.490000000000002,1.99,1.81
0,11761,88491201426,97.05644870809226,3.37,116.46893415320997,2.456051458552224,2.79,3.37,3.37
0,11761,2840004768,62.874061157173195,3.07,81.64407134970648,0.4285426817907769,2.49,3.29,3.29
0,11761,1111009497,78.62861468148535,1.62,108.48354255759418,0.2917906928924944,1.38,1.61,1.62
0,11761,3000006340,82.68112063775361,3.19,133.5996023700099,23.430439304860748,5.4099999999999415,3.19,3.19
0,11761,7192100339,166.31337099450874,5.8,271.7875858317474,0.4988866047843958,8.489999999999938,5.8,5.8
0,11761,7797508006,55.563090629304654,3.29,57.542726322698485,0.022153982758233062,2.89,3.29,3.29
0,11761,1111085319,52.02105628545701,1.96,97.6957218863622,10.215070114505863,2.9800000000000013,1.96,1.96
0,11761,1600027528,131.55332680890146,4.79,195.6575153515437,2.9388256147417837,4.06,4.79,4.79
0,11761,3000006560,56.95948581596301,3.09,82.63512414243907,4.2530418722077545,2.36,3.09,3.09
0,11761,2840002333,21.738866279069782,3.29,64.96619186046509,5.582187625173768,2.89,3.29,3.29
0,11761,7797508004,79.37499544806526,3.29,88.36780351135518,0.543170878211851,2.89,3.29,3.29
0,11761,4116709448,14.669651837524178,4.59,17.370673114119846,0.8922301867232948,5.5799999999999725,4.59,4.59
0,11761,7027312504,35.16797160550856,2.38,35.35295393908928,-0.1982117493760786,2.570000000000001,2.38,2.38
0,11761,7110410455,17.133826322824742,2.0,17.133826322824742,-0.33782313728213553,2.0,2.0,2.0
0,11761,7110410471,8.977521940327595,2.0,8.977521940327595,-0.36409219589346203,2.0,2.0,2.0
0,11761,7110410470,16.389560423662292,2.5,33.67461303274893,0.9643524269103543,3.779999999999962,2.5,2.5
0,11761,1111085345,60.53949184867721,1.96,94.6605074779343,8.486749109486857,2.9800000000000013,1.96,1.96
0,11761,7218063052,78.05554541205784,7.49,86.37320704688459,0.5445852476195383,8.479999999999944,6.99,6.99
0,11761,2840004770,35.489596980755735,3.29,45.40726681324659,0.2459778549734163,2.49,3.29,3.29
0,11761,3700019521,16.444976997072345,3.19,26.459322459221912,4.574295461914729,4.679999999999968,3.56,3.56
0,11761,4116709565,8.222084967320267,4.99,9.393000000000002,0.4117735470941887,4.59,4.99,4.99
0,11761,7218063983,63.83370891280684,7.49,73.9205367342259,0.6995831560597617,8.479999999999944,6.99,6.99
0,11761,7192100336,54.60970895747238,5.8,104.04179717286848,1.0741091031229169,8.489999999999938,5.8,5.8
0,11761,7218063979,66.1098945306358,7.49,77.57301753734886,2.390968021422816,8.479999999999944,6.99,6.99
0,11761,1111087395,29.41093052859383,3.88,48.08024868669663,0.6194770304137637,6.279999999999935,3.77,3.77
0,11761,1111085350,140.0164956651559,2.45,143.38185271081502,3.709745104054125,2.8900000000000006,2.42,2.37
0,11761,1600027527,203.48359150633905,2.98,455.32589793343266,0.018626169873451132,4.279999999999966,2.98,2.98
0,11761,1111038078,9.228891356437616,1.69,13.188608702550306,0.337813224265458,3.5800000000000027,1.69,1.69
0,4521,31254742735,11.964429189720498,4.97,14.636634597019304,0.4724984504043566,7.179999999999932,4.97,4.97
0,4521,1111038080,6.12883526151677,1.58,13.837749166362295,2.7659697098327767,3.6800000000000024,1.58,1.5
0,4521,1111087396,30.859093039878605,3.38,37.92488357407844,4.55920310379338,2.77,3.79,3.79
0,4521,1600027564,49.85645623245011,3.19,52.166230264259575,0.372739266886454,2.74,2.96,3.19
0,4521,31254742835,10.908908324751113,4.97,16.616680357173074,2.343396450135428,7.179999999999932,4.97,4.97
0,4521,3700031613,7.931439460785066,4.29,8.045672922339515,0.8754482336455746,4.869999999999971,4.29,4.29
0,4521,3800031838,62.87608539102045,2.97,65.64864039658131,-0.11584322698206981,3.739999999999977,2.97,2.97
0,4521,7797502248,6.549257397846735,2.5,7.448039875545846,-0.3172630114082975,1.86,2.5,2.5
0,4521,4116709428,6.7150000000000025,4.59,10.83376543209865,1.3602974797600544,5.989999999999964,4.59,4.59
0,4521,1111087398,27.860664816503593,3.5,34.84774565000159,0.9557408272960077,2.89,3.5,3.5
0,4521,3000006610,19.011544060166564,2.95,30.14185783216969,3.257324552566341,2.5,2.95,2.95
0,4521,88491212971,23.88481343582558,2.62,24.671174164542844,-0.21529344260359906,2.5,2.62,2.62
0,4521,3800031829,36.11444797485172,3.36,53.103928163103326,4.268246841577711,2.96,3.36,3.36
0,4521,3800039118,75.51066205256376,3.18,178.1984890700283,2.340682850248474,4.169999999999964,3.18,3.18
0,4521,7192100337,52.079802402624765,5.27,112.92590672918011,10.60686897121554,7.789999999999946,5.27,5.27
0,4521,2066200531,25.403003550882715,6.99,31.787655727998715,0.21269072877439066,7.979999999999958,6.99,6.99
0,4521,2066200530,15.440035903311163,6.49,27.839347447233827,2.982739262837457,7.979999999999958,6.99,6.99
0,4521,1111035398,5.886832463071844,2.99,11.095654585895028,1.4739475107904185,5.689999999999937,2.99,2.99
0,4521,1111009507,6.217661075938641,1.25,6.963517469284621,3.248330825798853,0.94,1.19,1.25
0,4521,3700044982,11.596738643440645,5.23,12.022293288290893,1.2987176459447212,6.439999999999956,5.23,5.23
0,4521,88491201427,45.5322343183431,2.92,90.86071858337468,3.167413095494802,4.3599999999999595,2.92,2.92
0,4521,31254742725,11.216260311640706,4.59,11.670742438130164,0.6950969409048895,4.11,4.59,4.59
0,4521,1111009477,21.364420114298923,1.22,22.58956760065332,0.2257846544165053,0.99,1.21,1.24
